UniqID,Lat,Lon,SiteName,LabCode,Age,Error,Material,Reference,LEVEL2,L2Desc,calcurve
100124,17.07479419,-61.7896002,Jolly Beach,AA-82474-,3290,60,sediment ,Siegel et al. 2015,16.3,Lesser Antilles,tropics
100125,17.07479419,-61.7896002,Mill Reef,O-2217-,850,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100126,17.07479419,-61.7896002,Mill Reef,O-2219-,950,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100127,17.07479419,-61.7896002,Mill Reef,O-2220-,1550,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100128,17.07479419,-61.7896002,Mill Reef,O-2258-,1450,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100129,17.07479419,-61.7896002,Mill Reef,O-2259-,1450,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100130,17.07479419,-61.7896002,Mill Reef,O-2278-,1175,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100131,17.07479419,-61.7896002,Mill Reef,O-2279-,1105,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100132,17.07479419,-61.7896002,Mill Reef,O-JG2-1-,1100,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100133,17.07479419,-61.7896002,Mill Reef,O-JG2-2-,1075,105,unknown ,Davis 1988,16.3,Lesser Antilles,tropics
100183,13.18105383,-59.56121775,Chancery Lane,I-2486,1570,95,charcoal/charred material,Bullen and Bullen 1968,16.3,Lesser Antilles,tropics
100185,13.18105383,-59.56121775,Goddard,Beta-19969,2253,55,charcoal/charred material,Hackenberger 1988 ,16.3,Lesser Antilles,tropics
100186,13.18105383,-59.56121775,Goddard,D-AMS-009909,980,28,human bone/teeth,Hansen 2015,16.3,Lesser Antilles,tropics
100187,13.18105383,-59.56121775,Goddard,Beta-20723,1950,150,charcoal/charred material,Hackenberger 1988,16.3,Lesser Antilles,tropics
100194,13.18105383,-59.56121775,Heywoods,Beta-1134099,1040,60,unknown,Drewett 2000:165,16.3,Lesser Antilles,tropics
100195,13.18105383,-59.56121775,Heywoods,Beta-1134100,1120,50,unknown,Drewett 2000:165,16.3,Lesser Antilles,tropics
100196,13.18105383,-59.56121775,Heywoods,Beta-134101,1230,60,unknown,Drewett 2000:165,16.3,Lesser Antilles,tropics
100202,13.18105383,-59.56121775,Silver Sands,I-16215,650,100,human bone/teeth,Drewett 1991:14,16.3,Lesser Antilles,tropics
100203,13.18105383,-59.56121775,Silver Sands,I-16268,1000,150,human bone/teeth,Drewett 1991:14 insufficient,16.3,Lesser Antilles,tropics
100214,17.63188796,-61.7952679,Indian Town Trail (BA1),Beta-18492,910,220,charcoal/charred material,Watters et al. 1992,16.3,Lesser Antilles,tropics
100217,17.63188796,-61.7952679,Indian Town Trail (BA1),SUERC-18556,820,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100232,17.63188796,-61.7952679,Seaview,SUERC-34972,1975,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100233,17.63188796,-61.7952679,Seaview,SUERC-34970,1900,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100234,17.63188796,-61.7952679,Seaview,SUERC-34162,1540,30,human bone/teeth,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100235,17.63188796,-61.7952679,Seaview Erosion,SUERC-18557,1755,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100236,17.63188796,-61.7952679,Seaview Erosion,SUERC-18558,1785,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100237,17.63188796,-61.7952679,Seaview Erosion,SUERC-18559,1690,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100238,17.63188796,-61.7952679,Seaview Erosion,SUERC-34971,1565,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100239,17.63188796,-61.7952679,Seaview Inland,SUERC-18560,2005,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100240,17.63188796,-61.7952679,Seaview Inland,SUERC-18561,1920,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100241,17.63188796,-61.7952679,Seaview Inland,SUERC-18562,2025,35,charcoal/charred material,Kendall et al. 2011,16.3,Lesser Antilles,tropics
100271,12.48004349,-61.4517981,Grand Bay,AA-62282,1227,36,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100272,12.48004349,-61.4517981,Grand Bay,AA-62279,1243,36,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100273,12.48004349,-61.4517981,Grand Bay,AA-62281,1339,36,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100274,12.48004349,-61.4517981,Grand Bay,UCIAMS-94044,990,20,faunal material,Giovas et al. 2012,16.3,Lesser Antilles,tropics
100275,12.48004349,-61.4517981,Grand Bay,UCIAMS-94045,1020,20,faunal material,Giovas et al. 2012,16.3,Lesser Antilles,tropics
100276,12.48004349,-61.4517981,Grand Bay,Beta-257793,870,40,human bone/teeth,this publication,16.3,Lesser Antilles,tropics
100277,12.48004349,-61.4517981,Grand Bay,UCIAMS-111934,690,15,human bone/teeth,Giovas 2013; Casto 2015,16.3,Lesser Antilles,tropics
100278,12.48004349,-61.4517981,Grand Bay,UCIAMS-111935,1565,15,human bone/teeth,Giovas 2013; Casto 2015,16.3,Lesser Antilles,tropics
100279,12.48004349,-61.4517981,Grand Bay,AA-62283,1062,44,human bone/teeth,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100280,12.48004349,-61.4517981,Grand Bay,UCIAMS-120951,1015,15,human bone/teeth,this publication,16.3,Lesser Antilles,tropics
100286,12.48004349,-61.4517981,Grand Bay,D-AMS-016648,1315,20,charcoal/charred material,this publication,16.3,Lesser Antilles,tropics
100287,12.48004349,-61.4517981,Grand Bay,D-AMS-16649,1321,20,charcoal/charred material,this publication,16.3,Lesser Antilles,tropics
100288,12.48004349,-61.4517981,Grand Bay,D-AMS-016647,1328,20,charcoal/charred material,this publication,16.3,Lesser Antilles,tropics
100289,12.48004349,-61.4517981,Harvey Vale,AA-62284,1027,46,human bone/teeth,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100290,12.48004349,-61.4517981,Point Bay,UCIAMS-111933,715,15,human bone/teeth,Giovas 2013; Casto 2015,16.3,Lesser Antilles,tropics
100291,12.48004349,-61.4517981,Sabazan,AA-67529,988,42,charcoal/charred material,Fitzpatrick and,16.3,Lesser Antilles,tropics
100292,12.48004349,-61.4517981,Sabazan,AA-67530,1039,35,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100293,12.48004349,-61.4517981,Sabazan,AA-67531,1133,38,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100294,12.48004349,-61.4517981,Sabazan,AA-67532,1073,38,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100295,12.48004349,-61.4517981,Sabazan,AA-67533,1172,36,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100296,12.48004349,-61.4517981,Sabazan,AA-67534,1333,57,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100297,12.48004349,-61.4517981,Sabazan,AA-67535,1588,36,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100298,12.48004349,-61.4517981,Sabazan,AA-67536,1584,36,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100299,12.48004349,-61.4517981,Sabazan,OS-41358,1030,30,charcoal/charred material,Fitzpatrick et al. 2004,16.3,Lesser Antilles,tropics
100300,12.48004349,-61.4517981,Sabazan,RL-29,940,100,charcoal/charred material,Bullen and Bullen 1972:17,16.3,Lesser Antilles,tropics
100301,12.48004349,-61.4517981,Sabazan,AA-81054,657,44,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100302,12.48004349,-61.4517981,Sabazan,OS-71407,960,15,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100303,12.48004349,-61.4517981,Sabazan,OS-71408,970,15,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100304,12.48004349,-61.4517981,Sabazan,AA-81056,994,45,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100305,12.48004349,-61.4517981,Sabazan,OS-71409,925,15,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100306,12.48004349,-61.4517981,Sabazan,OS-71462,975,20,charcoal/charred material,Fitzpatrick and Giovas 2011,16.3,Lesser Antilles,tropics
100307,12.48004349,-61.4517981,Sabazan,AA-81055,1158,45,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100308,12.48004349,-61.4517981,Sabazan,OS-71463,1140,15,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100309,12.48004349,-61.4517981,Sabazan,OS-71464,1100,20,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100310,12.48004349,-61.4517981,Sabazan,OS-71465,1080,15,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100311,12.48004349,-61.4517981,Sabazan,OS-71466,680,15,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100312,12.48004349,-61.4517981,Sabazan,OS-71467,1220,20,charcoal/charred material,Fitzpatrick and Giovas 2011 ,16.3,Lesser Antilles,tropics
100313,12.48004349,-61.4517981,Sabazan,UCIAMS-94046,1265,20,faunal material,Giovas et al. 2012,16.3,Lesser Antilles,tropics
100588,15.43644049,-61.35691759,CB-3,Beta-366738,890,30,charcoal/charred material,Shearn 2014,16.3,Lesser Antilles,tropics
100589,15.43644049,-61.35691759,CB-1,Beta-366737,840,30,pottery organics,Shearn 2014,16.3,Lesser Antilles,tropics
100590,15.43644049,-61.35691759,cave-Dominica,OxA-17917,556,25,wood,Ostapkowicz et al. 2012,16.3,Lesser Antilles,tropics
100591,15.43644049,-61.35691759,DEL-2,Beta-366739,1450,30,charcoal/charred material,Shearn 2014,16.3,Lesser Antilles,tropics
100592,15.43644049,-61.35691759,DEL-2,Beta-366740,2380,30,charcoal/charred material,Shearn 2014,16.3,Lesser Antilles,tropics
100593,15.43644049,-61.35691759,DEL-3,Beta-366741,1900,30,charcoal/charred material,Shearn 2014,16.3,Lesser Antilles,tropics
100594,15.43644049,-61.35691759,HS-2,Beta-367733,870,30,organic material,Shearn 2014,16.3,Lesser Antilles,tropics
100627,12.11772663,-61.67903899,Beausejour (GRENiG-34),PSUAMS-1287,1500,25,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100628,12.11772663,-61.67903899,Beausejour (GRENiG-34),PSUAMS-1317,1685,20,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100630,12.11772663,-61.67903899,Duquense (GRENiM-3),Beta-85938,850,40,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100631,12.11772663,-61.67903899,Duquense (GRENiM-3),Beta-98365,1080,50,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100632,12.11772663,-61.67903899,La Filette (GREN-Ai11),PSUAMS-1565,1215,20,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100635,12.11772663,-61.67903899,High Cliff Point (GREN-P-7),PSUAMS-3945,380,25,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100636,12.11772663,-61.67903899,Marlmont (GREN-Di24),PSUAMS-3944,240,20,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100637,12.11772663,-61.67903899,Montreuil (GREN-Pi2) charcoal,PSUAMS-3946,1215,20,charcoal/charred material,,16.3,Lesser Antilles,tropics
100638,12.11772663,-61.67903899,Pearls (GREN-A-1),PSUAMS-1322,835,25,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100639,12.11772663,-61.67903899,Pearls (GREN-A-1),GX-14202,1600,340,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100640,12.11772663,-61.67903899,La Sagesse (GRENiD-1),PSUAMS-1316,155,20,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100641,12.11772663,-61.67903899,Salt Pond 2 (GRENiG-21),PSUAMS-1320,1180,25,charcoal/charred material,Hanna 2019,16.3,Lesser Antilles,tropics
100643,12.11772663,-61.67903899,Sauteurs Bay-1 (GREN-P-5),Beta-86832,790,60,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100644,12.11772663,-61.67903899,Sauteurs Bay-1 (GREN-P-5),Beta-98368,980,60,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100645,12.11772663,-61.67903899,Sauteurs Bay-1 (GREN-P-5),Beta-86831,1050,90,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100646,12.11772663,-61.67903899,Sauteurs Bay-2 (GREN-P-5),Beta-98366,340,50,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100647,12.11772663,-61.67903899,Sauteurs Bay-2 (GREN-P-5),Beta-98367,510,60,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100648,12.11772663,-61.67903899,Sauteurs Bay-3 (GREN-P-5),Beta-85941,1270,50,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100650,12.11772663,-61.67903899,Savanne Suazey-1 (GREN-P-3),Beta-86827,900,60,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100651,12.11772663,-61.67903899,Savanne Suazey-1 (GREN-P-3),Beta-86833,810,50,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100652,12.11772663,-61.67903899,Savanne Suazey-1 (GREN-P-3),Beta-85935,1110,40,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100653,12.11772663,-61.67903899,Savanne Suazey-3 (GREN-P-3),Beta-85934,120,40,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100654,12.11772663,-61.67903899,St. John's River (GREN-G-8),PSUAMS-1484,230,20,faunal material,Hanna 2019,16.3,Lesser Antilles,tropics
100656,12.11772663,-61.67903899,La Tante (GREN-Di4),Beta-86829,550,60,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100657,12.11772663,-61.67903899,La Tante (GREN-Di4),Beta-86828,650,40,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100658,12.11772663,-61.67903899,La Tante (GREN-Di4),Beta-85939,770,60,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100659,12.11772663,-61.67903899,La Tante (GREN-Di4),Beta-86830,770,50,charcoal/charred material,Cody 1998,16.3,Lesser Antilles,tropics
100662,16.32871024,-61.41753144,Cadet 3,Erl-10159,1056,36,charcoal/charred material,Stouvenot et al. 2014,16.3,Lesser Antilles,tropics
100663,16.32871024,-61.41753144,Cadet 3,Erl-10156,3052,41,charcoal/charred material,Stouvenot et al. 2014,16.3,Lesser Antilles,tropics
100664,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63016,870,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100665,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63019,875,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100666,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63017,885,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100667,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63022,890,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100668,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63015,900,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100669,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63018,915,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100670,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63020,930,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100671,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63014,960,40,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100672,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63024,960,30,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100673,16.32871024,-61.41753144,CHU Belle-Plaine,Poz-63021,1030,35,charcoal/charred material,Van den Bel 2017,16.3,Lesser Antilles,tropics
100675,16.32871024,-61.41753144,Fiti 2,Beta-407285,3110,30,unknown,Stouvenot 2017,16.3,Lesser Antilles,tropics
100677,16.32871024,-61.41753144,Grotte Morne Rita,Ly-11571,4295,30,unknown,Fouiri et al. 2015,16.3,Lesser Antilles,tropics
100679,16.32871024,-61.41753144,Morel,Y-1246,1100,80,charcoal/charred material,Bullen and Bullen 1972:153; Rouse et al. 1978:462,16.3,Lesser Antilles,tropics
100680,16.32871024,-61.41753144,Morel,Ly-9162,1815,30,wood,Stouvenot et al. 2013:480,16.3,Lesser Antilles,tropics
100681,16.32871024,-61.41753144,Morel,Ly-9161,1580,30,wood,Stouvenot et al. 2013:480 ,16.3,Lesser Antilles,tropics
100682,16.32871024,-61.41753144,Morel,Y-1137,1730,70,charcoal/charred material,Rouse et al. 1978:462;,16.3,Lesser Antilles,tropics
100683,16.32871024,-61.41753144,Morel,Y-1138,1710,100,charcoal/charred material,Rouse et al. 1978:462;,16.3,Lesser Antilles,tropics
100684,16.32871024,-61.41753144,Morel,Y-1136,1380,100,charcoal/charred material,Rouse et al. 1978:462;,16.3,Lesser Antilles,tropics
100685,16.32871024,-61.41753144,Morel,GrN-20163,1635,30,unknown,Haviser 1997:61,16.3,Lesser Antilles,tropics
100686,16.32871024,-61.41753144,Morel,GrN-20165,1720,35,unknown,Haviser 1997:61,16.3,Lesser Antilles,tropics
100687,16.32871024,-61.41753144,Morel,GrN-20166,1910,30,unknown,Haviser 1997:61,16.3,Lesser Antilles,tropics
100688,16.32871024,-61.41753144,Morel,Y-1245,1400,80,unknown,Rouse et al. 1978:462; Haviser 1997:61;,16.3,Lesser Antilles,tropics
100692,16.32871024,-61.41753144,Pointe des Pies,Ly-6423,2830,50,unknown,Richard 1994,16.3,Lesser Antilles,tropics
100693,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36671,1230,30,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100694,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36672,1340,25,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100695,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36673,945,35,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100696,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36675,915,50,human bone/teeth,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100700,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36674,945,30,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100701,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36677,1245,30,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100702,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36678,1065,30,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100703,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36679,625,30,charcoal/charred material,Van den Bel and Romon 2010 ,16.3,Lesser Antilles,tropics
100706,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36680,690,30,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100707,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36683,330,25,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100708,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-36684,1000,30,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100709,16.32871024,-61.41753144,La Pointe de Grande Anse-Trois-Riviires,KIA-31187,1210,20,charcoal/charred material,Van den Bel and Romon 2010,16.3,Lesser Antilles,tropics
100947,17.07479419,-61.7896002,Jumby Bay,GrA-18850,860,60,unknown,Knippenberg 2001 unknown sample material; insufficient provenience,16.3,Lesser Antilles,tropics
100948,17.07479419,-61.7896002,Sugar Mill,GrA-18849,600,60,unknown,Knippenberg 2001,16.3,Lesser Antilles,tropics
100949,17.07479419,-61.7896002,cave-Mortimers,OxA-19173,623,27,wood,Ostapkowicz 2015,16.3,Lesser Antilles,tropics
100950,17.07479419,-61.7896002,"cave, Mortimers ",Oxa-18912-,524,22,wood ,Ostapkowicz 2015 ,16.3,Lesser Antilles,tropics
100951,17.07479419,-61.7896002,"cave, Mortimers ",OxA-18448-,424,24,wood ,Ostapkowicz 2015 ,16.3,Lesser Antilles,tropics
100961,14.65641731,-61.017618,Diamant (lower) ,Y-1762-,1475,60,charcoal/charred ,Bullen and Bullen 1972:153; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100962,14.65641731,-61.017618,Fond Bri ,Ly-2196-,1630,210,material unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100963,14.65641731,-61.017618,Fond Bri ,Ly-2197-,2100,210,material unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100964,14.65641731,-61.017618,Fond Bri ,Ny-478-,1650,260,unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100965,14.65641731,-61.017618,Grand Anse du Lorrain ,Y-1337-,1450,80,charcoal/charred material ,Bullen and Bullen 1972:153 ,16.3,Lesser Antilles,tropics
100966,14.65641731,-61.017618,La Salle ,Y-1116-,1770,80,charcoal/charred material ,Bullen and Bullen 1972:153; Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100967,14.65641731,-61.017618,Vivi ,S-85-,1655,150,unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100968,14.65641731,-61.017618,Vivi ,RL-156-,1730,100,charcoal/charred material ,"Bullen and Bullen 1972:153, 156; Rouse 1989:397; Haviser 1997:61 ",16.3,Lesser Antilles,tropics
100969,14.65641731,-61.017618,Vivi ,UGa-113-,1530,75,charcoal/charred material ,Bullen and Bullen 1972:95; Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100984,16.73752357,-62.18739878,Valentine Ghaut,Beta-282300,1070,40,charcoal/charred material,John Cherry personal communication,16.3,Lesser Antilles,tropics
100985,16.73752357,-62.18739878,Valentine Ghaut,Beta-282301,980,40,charcoal/charred material,John Cherry personal communication,16.3,Lesser Antilles,tropics
100986,16.73752357,-62.18739878,Valentine Ghaut,Beta-282302,1120,40,charcoal/charred material,John Cherry personal communication,16.3,Lesser Antilles,tropics
100987,16.73752357,-62.18739878,Valentine Ghaut,Beta-277241,1010,40,faunal material,John Cherry personal communication ,16.3,Lesser Antilles,tropics
100988,16.73752357,-62.18739878,Valentine Ghaut,Beta-277242,880,40,faunal material,John Cherry personal communication ,16.3,Lesser Antilles,tropics
100989,16.73752357,-62.18739878,Valentine Ghaut,Beta-350069,130,30,charcoal/charred material,John Cherry personal communication,16.3,Lesser Antilles,tropics
100990,16.73752357,-62.18739878,Trants Site,Beta-83050,2140,110,charcoal/charred material,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
100991,16.73752357,-62.18739878,Trants Site,Beta-83051,1540,120,charcoal/charred material,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
100992,16.73752357,-62.18739878,Trants Site,Beta-83044,1650,130,charcoal/charred material,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
100993,16.73752357,-62.18739878,Trants Site,Beta-83045,1950,90,charcoal/charred material,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
100994,16.73752357,-62.18739878,Trants Site,Beta-83046,2050,80,charcoal/charred material,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
100997,16.73752357,-62.18739878,Trants Site,Beta-18489,2140,80,unknown,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100998,16.73752357,-62.18739878,Trants Site,Beta-18582,1620,90,unknown,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
100999,16.73752357,-62.18739878,Trants Site,Beta-41678,1890,70,unknown,Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101000,16.73752357,-62.18739878,Trants Site,Beta-41679,1750,80,unknown,Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101001,16.73752357,-62.18739878,Trants Site,Beta-41680,1960,90,unknown,Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101002,16.73752357,-62.18739878,Trants Site,Beta-41681,1740,90,unknown,Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101003,16.73752357,-62.18739878,Trants Site,Beta-41682,2390,90,unknown,Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101004,16.73752357,-62.18739878,Trants Site,Beta-44828,2480,80,unknown,Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101005,16.73752357,-62.18739878,Valentine Ghaut,Beta-326555,230,30,charcoal/charred material,John Cherry personal communication ,16.3,Lesser Antilles,tropics
101006,16.73752357,-62.18739878,Valentine Ghaut,Beta-282299,980,40,charcoal/charred material,John Cherry personal communication ,16.3,Lesser Antilles,tropics
101007,16.73752357,-62.18739878,Radio Antilles ,Beta-18490-,2210,70,unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101008,16.73752357,-62.18739878,Radio Antilles ,Beta-18491-,2390,60,unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101009,16.73752357,-62.18739878,Radio Antilles ,Beta-18581-,2120,60,unknown ,Rouse 1989:397; Haviser 1997:61 ,16.3,Lesser Antilles,tropics
101010,16.73752357,-62.18739878,Trants Site ,Beta-83048-,1860,100,charcoal/charred material ,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
101011,16.73752357,-62.18739878,Trants Site ,Beta-83043-,2770,60,charcoal/charred material ,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
101012,16.73752357,-62.18739878,Trants Site ,Beta-83047-,1270,130,charcoal/charred material ,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
101013,16.73752357,-62.18739878,Trants Site ,Beta-83049-,1730,100,charcoal/charred material ,"Petersen, Bartone, and Watters 1999:50-51 ",16.3,Lesser Antilles,tropics
101014,12.87062822,-61.18460688,Desal Plant,D-AMS-006801,40,23,charcoal/charred material,this publication,16.3,Lesser Antilles,tropics
101024,17.14964477,-62.58068057,Hichmans (GE-5),Beta-106769,1690,50,charcoal/charred material,Wilson 2006:196i197 ,16.3,Lesser Antilles,tropics
